[2025-11-20T12:20:22.792Z] [INFO] AppBuilder prototype running on http://localhost:3000
[2025-11-20T14:11:29.310Z] [INFO] GET /api/sites/demo/data -> 304 410ms
[2025-11-20T14:11:29.430Z] [INFO] GET /site/demo/index.html -> 304 560ms
[2025-11-20T14:12:13.733Z] [INFO] GET /admin -> 200 3ms
[2025-11-20T14:12:13.817Z] [INFO] GET /admin-static/style.css -> 200 2ms
[2025-11-20T14:12:13.831Z] [INFO] GET /admin-static/utils.js -> 304 3ms
[2025-11-20T14:12:13.847Z] [INFO] GET /admin-static/app.js -> 304 17ms
[2025-11-20T14:12:14.008Z] [INFO] GET /api/sites -> 304 2ms
[2025-11-20T14:12:14.035Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:12:14.254Z] [INFO] GET /api/sites/demo/pages -> 304 3ms
[2025-11-20T14:12:14.276Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T14:12:14.308Z] [INFO] GET /api/sites/demo/tree -> 304 6ms
[2025-11-20T14:12:14.773Z] [INFO] GET /api/sites/demo/data -> 304 454ms
[2025-11-20T14:12:14.811Z] [INFO] GET /site/demo/index.html -> 304 522ms
[2025-11-20T14:13:52.010Z] [INFO] GET /admin -> 200 3ms
[2025-11-20T14:13:52.117Z] [INFO] GET /admin-static/style.css -> 200 7ms
[2025-11-20T14:13:52.180Z] [INFO] GET /admin-static/utils.js -> 304 55ms
[2025-11-20T14:13:52.202Z] [INFO] GET /admin-static/app.js -> 304 70ms
[2025-11-20T14:13:52.438Z] [INFO] GET /api/sites -> 304 2ms
[2025-11-20T14:13:52.645Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:13:52.678Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T14:13:52.710Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T14:13:52.735Z] [INFO] GET /api/sites/demo/tree -> 304 1ms
[2025-11-20T14:13:53.283Z] [INFO] GET /api/sites/demo/data -> 304 531ms
[2025-11-20T14:13:53.297Z] [INFO] GET /site/demo/index.html -> 304 569ms
[2025-11-20T14:14:57.641Z] [INFO] GET /admin-static/style.css -> 304 1ms
[2025-11-20T14:14:57.644Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T14:17:45.898Z] [INFO] GET /admin -> 200 5ms
[2025-11-20T14:17:46.039Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 7ms
[2025-11-20T14:17:46.065Z] [INFO] GET /admin-static/app.js -> 304 2ms
[2025-11-20T14:17:46.158Z] [INFO] GET /admin-static/utils.js -> 200 99ms
[2025-11-20T14:17:46.219Z] [INFO] GET /admin-static/style.css -> 200 159ms
[2025-11-20T14:17:46.599Z] [INFO] GET /api/sites -> 304 7ms
[2025-11-20T14:17:46.711Z] [INFO] GET /api/sites/demo -> 304 2ms
[2025-11-20T14:17:47.704Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T14:17:47.844Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 42ms
[2025-11-20T14:17:47.975Z] [INFO] GET /api/sites/demo/tree -> 304 4ms
[2025-11-20T14:17:48.426Z] [INFO] GET /site/demo/index.html -> 304 471ms
[2025-11-20T14:17:48.545Z] [INFO] GET /api/sites/demo/data -> 304 523ms
[2025-11-20T14:20:18.103Z] [INFO] GET /admin -> 304 1ms
[2025-11-20T14:20:18.215Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T14:20:18.236Z] [INFO] GET /admin-static/style.css -> 304 1ms
[2025-11-20T14:20:18.287Z] [INFO] GET /admin-static/utils.js -> 304 43ms
[2025-11-20T14:20:18.304Z] [INFO] GET /admin-static/app.js -> 200 52ms
[2025-11-20T14:20:18.906Z] [INFO] GET /api/sites -> 304 2ms
[2025-11-20T14:20:19.723Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:20:19.878Z] [INFO] GET /api/sites/demo/pages -> 304 3ms
[2025-11-20T14:20:19.921Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T14:20:19.962Z] [INFO] GET /api/sites/demo/tree -> 304 1ms
[2025-11-20T14:20:20.448Z] [INFO] GET /site/demo/index.html -> 304 495ms
[2025-11-20T14:20:20.578Z] [INFO] GET /api/sites/demo/data -> 304 209ms
[2025-11-20T14:21:40.846Z] [INFO] GET /admin -> 304 4ms
[2025-11-20T14:21:40.976Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T14:21:41.061Z] [INFO] GET /admin-static/style.css -> 200 67ms
[2025-11-20T14:21:41.090Z] [INFO] GET /admin-static/utils.js -> 304 8ms
[2025-11-20T14:21:41.132Z] [INFO] GET /admin-static/app.js -> 304 17ms
[2025-11-20T14:21:41.532Z] [INFO] GET /api/sites -> 304 5ms
[2025-11-20T14:21:41.651Z] [INFO] GET /api/sites/demo -> 304 2ms
[2025-11-20T14:21:42.720Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T14:21:42.791Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 2ms
[2025-11-20T14:21:42.870Z] [INFO] GET /api/sites/demo/tree -> 304 4ms
[2025-11-20T14:21:43.338Z] [INFO] GET /site/demo/index.html -> 304 482ms
[2025-11-20T14:21:43.490Z] [INFO] GET /api/sites/demo/data -> 304 224ms
[2025-11-20T14:21:52.055Z] [INFO] GET /admin -> 200 2ms
[2025-11-20T14:21:52.128Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T14:21:52.147Z] [INFO] GET /admin-static/style.css -> 200 5ms
[2025-11-20T14:21:52.152Z] [INFO] GET /admin-static/utils.js -> 200 7ms
[2025-11-20T14:21:52.158Z] [INFO] GET /admin-static/app.js -> 200 7ms
[2025-11-20T14:21:52.772Z] [INFO] GET /api/sites -> 200 1ms
[2025-11-20T14:21:53.517Z] [INFO] GET /api/sites/demo -> 200 2ms
[2025-11-20T14:21:53.653Z] [INFO] GET /api/sites/demo/pages -> 200 2ms
[2025-11-20T14:21:53.662Z] [INFO] GET /favicon.ico -> 404 5ms
[2025-11-20T14:21:53.672Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 200 2ms
[2025-11-20T14:21:53.724Z] [INFO] GET /api/sites/demo/tree -> 200 3ms
[2025-11-20T14:21:54.178Z] [INFO] GET /site/demo/index.html -> 200 460ms
[2025-11-20T14:21:54.427Z] [INFO] GET /api/sites/demo/data -> 200 444ms
[2025-11-20T14:22:37.925Z] [INFO] GET /admin -> 304 1ms
[2025-11-20T14:22:38.031Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T14:22:38.059Z] [INFO] GET /admin-static/style.css -> 200 2ms
[2025-11-20T14:22:38.071Z] [INFO] GET /admin-static/utils.js -> 304 4ms
[2025-11-20T14:22:38.101Z] [INFO] GET /admin-static/app.js -> 304 32ms
[2025-11-20T14:22:38.521Z] [INFO] GET /api/sites -> 304 8ms
[2025-11-20T14:22:39.332Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:22:39.502Z] [INFO] GET /api/sites/demo/pages -> 304 7ms
[2025-11-20T14:22:39.557Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T14:22:39.587Z] [INFO] GET /api/sites/demo/tree -> 304 4ms
[2025-11-20T14:22:40.021Z] [INFO] GET /site/demo/index.html -> 304 448ms
[2025-11-20T14:22:40.080Z] [INFO] GET /api/sites/demo/data -> 304 482ms
[2025-11-20T14:23:33.048Z] [INFO] GET /admin -> 304 2ms
[2025-11-20T14:23:33.164Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 1ms
[2025-11-20T14:23:33.198Z] [INFO] GET /admin-static/utils.js -> 304 2ms
[2025-11-20T14:23:33.249Z] [INFO] GET /admin-static/app.js -> 304 52ms
[2025-11-20T14:23:33.264Z] [INFO] GET /admin-static/style.css -> 200 68ms
[2025-11-20T14:23:33.616Z] [INFO] GET /api/sites -> 304 5ms
[2025-11-20T14:23:33.694Z] [INFO] GET /api/sites/demo -> 304 2ms
[2025-11-20T14:23:34.454Z] [INFO] GET /api/sites/demo/pages -> 304 4ms
[2025-11-20T14:23:34.514Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 1ms
[2025-11-20T14:23:34.576Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T14:23:34.948Z] [INFO] GET /site/demo/index.html -> 304 386ms
[2025-11-20T14:23:35.026Z] [INFO] GET /api/sites/demo/data -> 304 432ms
[2025-11-20T14:24:23.827Z] [INFO] GET /admin -> 304 1ms
[2025-11-20T14:24:23.966Z] [INFO] GET /.well-known/appspecific/com.chrome.devtools.json -> 404 0ms
[2025-11-20T14:24:24.084Z] [INFO] GET /admin-static/style.css -> 200 76ms
[2025-11-20T14:24:24.120Z] [INFO] GET /admin-static/utils.js -> 304 20ms
[2025-11-20T14:24:24.141Z] [INFO] GET /admin-static/app.js -> 304 6ms
[2025-11-20T14:24:24.505Z] [INFO] GET /api/sites -> 304 3ms
[2025-11-20T14:24:24.610Z] [INFO] GET /api/sites/demo -> 304 1ms
[2025-11-20T14:24:25.491Z] [INFO] GET /api/sites/demo/pages -> 304 4ms
[2025-11-20T14:24:25.548Z] [INFO] GET /api/sites/demo/pages/content?path=index.html -> 304 7ms
[2025-11-20T14:24:25.600Z] [INFO] GET /api/sites/demo/tree -> 304 4ms
[2025-11-20T14:24:26.043Z] [INFO] GET /site/demo/index.html -> 304 453ms
[2025-11-20T14:24:26.073Z] [INFO] GET /api/sites/demo/data -> 304 455ms
[2025-11-20T14:25:07.019Z] [INFO] POST /api/sites/demo/apis -> 200 3ms
[2025-11-20T14:25:07.027Z] [INFO] GET /api/sites/demo -> 200 1ms
[2025-11-20T14:25:07.047Z] [INFO] GET /api/sites/demo/pages -> 304 2ms
[2025-11-20T14:25:07.055Z] [INFO] GET /api/sites/demo/tree -> 304 2ms
[2025-11-20T14:25:08.092Z] [INFO] GET /api/sites/demo/data -> 200 1026ms
[2025-11-20T14:25:08.405Z] [INFO] GET /site/demo/ -> 200 1367ms
